Ref,ampl_9,desv_amp_9,body_9,body_per_9,pavio_sup_9,pavio_sup_per_9,pavio_inf_9,pavio_inf_per_9,high_dist_9,low_dist_9,type_9,ampl_8,desv_amp_8,body_8,body_per_8,pavio_sup_8,pavio_sup_per_8,pavio_inf_8,pavio_inf_per_8,high_dist_8,low_dist_8,type_8,ampl_7,desv_amp_7,body_7,body_per_7,pavio_sup_7,pavio_sup_per_7,pavio_inf_7,pavio_inf_per_7,high_dist_7,low_dist_7,type_7,ampl_6,desv_amp_6,body_6,body_per_6,pavio_sup_6,pavio_sup_per_6,pavio_inf_6,pavio_inf_per_6,high_dist_6,low_dist_6,type_6,ampl_5,desv_amp_5,body_5,body_per_5,pavio_sup_5,pavio_sup_per_5,pavio_inf_5,pavio_inf_per_5,high_dist_5,low_dist_5,type_5,ampl_4,desv_amp_4,body_4,body_per_4,pavio_sup_4,pavio_sup_per_4,pavio_inf_4,pavio_inf_per_4,high_dist_4,low_dist_4,type_4,ampl_3,desv_amp_3,body_3,body_per_3,pavio_sup_3,pavio_sup_per_3,pavio_inf_3,pavio_inf_per_3,high_dist_3,low_dist_3,type_3,ampl_2,desv_amp_2,body_2,body_per_2,pavio_sup_2,pavio_sup_per_2,pavio_inf_2,pavio_inf_per_2,high_dist_2,low_dist_2,type_2,ampl_1,desv_amp_1,body_1,body_per_1,pavio_sup_1,pavio_sup_per_1,pavio_inf_1,pavio_inf_per_1,high_dist_1,low_dist_1,type_1,ampl_0,desv_amp_0,body_0,body_per_0,pavio_sup_0,pavio_sup_per_0,pavio_inf_0,pavio_inf_per_0,high_dist_0,low_dist_0,type_0,atr,qt_bars
2019.01.16 14:22,25.00,0.45,5.00,20.00,15.00,60.00,5.00,20.00,5.00,35.00,down,60.00,2.40,10.00,16.67,25.00,41.67,25.00,41.67,15.00,20.00,up,45.00,0.75,15.00,33.33,5.00,11.11,25.00,55.56,20.00,5.00,down,75.00,1.67,45.00,60.00,20.00,26.67,10.00,13.33,45.00,15.00,up,35.00,0.47,10.00,28.57,20.00,57.14,5.00,14.29,0.00,40.00,down,50.00,1.43,25.00,50.00,5.00,10.00,20.00,40.00,0.00,15.00,up,55.00,1.10,0.00,0.00,0.00,0.00,0.00,0.00,50.00,45.00,inside,55.00,1.00,20.00,36.36,30.00,54.55,5.00,9.09,5.00,5.00,up,50.00,0.91,35.00,70.00,5.00,10.00,10.00,20.00,5.00,10.00,up,50.00,1.00,20.00,40.00,20.00,40.00,10.00,20.00,15.00,15.00,down,50.71,5
